Username	Type	W/L(%)	W(%)	L(%)	W(#)	L(#)	W/L(%, 2p)	W(%, 2p)	L(%, 2p)	W(#, 2p)	L(#, 2p)	W/L(%, 3p)	W(%, 3p+)	L(%, 3p+)	W(#, 3p+)	L(#, 3p+)
sin_faith	Double dark	0.0	0.0	100.0	0	64	0.0	0.0	100.0	0	7	0.0	0.0	100.0	0	57
sjdrodge	Totals	34.02	25.39	74.61	1148	3374	31.31	23.84	76.16	67	214	34.21	25.49	74.51	1081	3160
sjdrodge	Easy	40.19	28.67	71.33	1082	2692	43.97	30.54	69.46	62	141	39.98	28.56	71.44	1020	2551
sjdrodge	Null	32.0	24.24	75.76	24	75	0.0	0.0	100.0	0	10	36.92	26.97	73.03	24	65
sjdrodge	Single dark	7.61	7.07	92.93	42	552	10.64	9.62	90.38	5	47	7.33	6.83	93.17	37	505
sjdrodge	Double dark	0.0	0.0	100.0	0	55	0.0	0.0	100.0	0	16	0.0	0.0	100.0	0	39
skyblueexo	Totals	20.0	16.67	83.33	98	490	20.34	16.9	83.1	24	118	19.89	16.59	83.41	74	372
skyblueexo	Easy	22.78	18.56	81.44	90	395	26.67	21.05	78.95	20	75	21.88	17.95	82.05	70	320
skyblueexo	Null	11.11	10.0	90.0	1	9	11.11	10.0	90.0	1	9	0	0	0	0	0
skyblueexo	Single dark	8.14	7.53	92.47	7	86	8.82	8.11	91.89	3	34	7.69	7.14	92.86	4	52
skyblueexo	Double dark	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smandon	Totals	27.96	21.85	78.15	78	279	22.78	18.56	81.44	18	79	30.0	23.08	76.92	60	200
Smandon	Easy	31.05	23.69	76.31	68	219	25.0	20.0	80.0	17	68	33.77	25.25	74.75	51	151
Smandon	Null	9.09	8.33	91.67	1	11	9.09	8.33	91.67	1	11	0	0	0	0	0
Smandon	Single dark	18.37	15.52	84.48	9	49	0	0	0	0	0	18.37	15.52	84.48	9	49
Smandon	Double dark	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spieler42	Totals	18.78	15.81	84.19	132	703	16.3	14.01	85.99	22	135	19.37	16.22	83.78	110	568
Spieler42	Easy	22.61	18.44	81.56	123	544	17.24	14.71	85.29	20	116	24.07	19.4	80.6	103	428
Spieler42	Null	0.0	0.0	100.0	0	1	0	0	0	0	0	0.0	0.0	100.0	0	1
Spieler42	Single dark	5.73	5.42	94.58	9	157	10.53	9.52	90.48	2	19	5.07	4.83	95.17	7	138
Spieler42	Double dark	0.0	0.0	100.0	0	1	0	0	0	0	0	0.0	0.0	100.0	0	1
squirrel1988	Totals	14.11	12.36	87.64	192	1361	14.33	12.53	87.47	100	698	13.88	12.19	87.81	92	663
squirrel1988	Easy	25.5	20.32	79.68	139	545	33.83	25.28	74.72	68	201	20.64	17.11	82.89	71	344
squirrel1988	Null	11.67	10.45	89.55	7	60	5.77	5.45	94.55	3	52	50.0	33.33	66.67	4	8
squirrel1988	Single dark	6.42	6.04	93.96	46	716	7.16	6.68	93.32	29	405	5.47	5.18	94.82	17	311
squirrel1988	Double dark	0.0	0.0	100.0	0	40	0.0	0.0	100.0	0	40	0	0	0	0	0
StKildaFan	Totals	22.5	18.37	81.63	452	2009	18.76	15.79	84.21	226	1205	28.11	21.94	78.06	226	804
StKildaFan	Easy	32.15	24.33	75.67	398	1238	28.44	22.14	77.86	188	661	36.4	26.68	73.32	210	577
StKildaFan	Null	0.0	0.0	100.0	0	1	0	0	0	0	0	0.0	0.0	100.0	0	1
StKildaFan	Single dark	8.65	7.96	92.04	53	613	9.49	8.67	91.33	37	390	7.17	6.69	93.31	16	223
StKildaFan	Double dark	0.64	0.63	99.37	1	157	0.65	0.65	99.35	1	154	0.0	0.0	100.0	0	3
Sucubis	Totals	23.28	18.88	81.12	392	1684	33.77	25.24	74.76	26	77	22.78	18.55	81.45	366	1607
Sucubis	Easy	32.0	24.24	75.76	319	997	41.82	29.49	70.51	23	55	31.42	23.91	76.09	296	942
Sucubis	Null	41.18	29.17	70.83	7	17	0.0	0.0	100.0	0	1	43.75	30.43	69.57	7	16
Sucubis	Single dark	10.02	9.1	90.9	65	649	14.29	12.5	87.5	3	21	9.87	8.99	91.01	62	628
Sucubis	Double dark	4.76	4.55	95.45	1	21	0	0	0	0	0	4.76	4.55	95.45	1	21
swineherd	Totals	20.29	16.87	83.13	281	1385	25.0	20.0	80.0	2	8	20.26	16.85	83.15	279	1377
swineherd	Easy	26.62	21.02	78.98	230	864	100.0	50.0	50.0	1	1	26.54	20.97	79.03	229	863
swineherd	Null	22.5	18.37	81.63	9	40	0	0	0	0	0	22.5	18.37	81.63	9	40
swineherd	Single dark	8.75	8.05	91.95	42	480	14.29	12.5	87.5	1	7	8.67	7.98	92.02	41	473
swineherd	Double dark	0.0	0.0	100.0	0	1	0	0	0	0	0	0.0	0.0	100.0	0	1
Syrah	Totals	31.53	23.97	76.03	187	593	37.04	27.03	72.97	20	54	30.98	23.65	76.35	167	539
Syrah	Easy	45.32	31.19	68.81	150	331	42.55	29.85	70.15	20	47	45.77	31.4	68.6	130	284
Syrah	Null	61.54	38.1	61.9	8	13	0	0	0	0	0	61.54	38.1	61.9	8	13
Syrah	Single dark	11.65	10.43	89.57	29	249	0.0	0.0	100.0	0	7	11.98	10.7	89.3	29	242
Syrah	Double dark	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TheDaniMan	Totals	17.22	14.69	85.31	809	4697	13.59	11.97	88.03	213	1567	19.04	16.0	84.0	596	3130
TheDaniMan	Easy	25.19	20.12	79.88	595	2362	22.96	18.67	81.33	132	575	25.91	20.58	79.42	463	1787
TheDaniMan	Null	12.95	11.47	88.53	43	332	13.81	12.14	87.86	25	181	11.92	10.65	89.35	18	151
TheDaniMan	Single dark	9.02	8.27	91.73	170	1885	7.71	7.16	92.84	55	713	9.81	8.94	91.06	115	1172
TheDaniMan	Double dark	0.85	0.84	99.16	1	118	1.02	1.01	98.99	1	98	0.0	0.0	100.0	0	20
TimeHoodie	Totals	22.65	18.46	81.54	743	3281	25.86	20.55	79.45	45	174	22.47	18.34	81.66	698	3107
TimeHoodie	Easy	31.09	23.71	76.29	590	1898	31.43	23.91	76.09	33	105	31.07	23.7	76.3	557	1793
TimeHoodie	Null	24.32	19.57	80.43	18	74	0	0	0	0	0	24.32	19.57	80.43	18	74
TimeHoodie	Single dark	10.83	9.77	90.23	135	1247	19.05	16.0	84.0	12	63	10.39	9.41	90.59	123	1184
TimeHoodie	Double dark	0.0	0.0	100.0	0	62	0.0	0.0	100.0	0	6	0.0	0.0	100.0	0	56
timotree	Totals	23.01	18.71	81.29	504	2190	23.32	18.91	81.09	167	716	22.86	18.61	81.39	337	1474
timotree	Easy	28.16	21.97	78.03	450	1598	24.56	19.72	80.28	154	627	30.48	23.36	76.64	296	971
timotree	Null	14.12	12.37	87.63	12	85	30.0	23.08	76.92	3	10	12.0	10.71	89.29	9	75
timotree	Single dark	8.48	7.82	92.18	42	495	12.66	11.24	88.76	10	79	7.69	7.14	92.86	32	416
timotree	Double dark	0.0	0.0	100.0	0	12	0	0	0	0	0	0.0	0.0	100.0	0	12
Valetta6789	Totals	22.72	18.52	81.48	1221	5373	22.43	18.32	81.68	673	3000	23.09	18.76	81.24	548	2373
Valetta6789	Easy	32.66	24.62	75.38	862	2639	38.63	27.86	72.14	462	1196	27.72	21.7	78.3	400	1443
Valetta6789	Null	26.67	21.05	78.95	40	150	26.0	20.63	79.37	13	50	27.0	21.26	78.74	27	100
Valetta6789	Single dark	13.74	12.08	87.92	309	2249	12.77	11.32	88.68	189	1480	15.6	13.5	86.5	120	769
Valetta6789	Double dark	2.99	2.9	97.1	10	335	3.28	3.18	96.82	9	274	1.64	1.61	98.39	1	61
vEnhance	Totals	23.08	18.75	81.25	156	676	16.18	13.92	86.08	11	68	23.85	19.26	80.74	145	608
vEnhance	Easy	26.57	20.99	79.01	140	527	21.28	17.54	82.46	10	47	27.08	21.31	78.69	130	480
vEnhance	Null	50.0	33.33	66.67	7	14	0	100.0	0.0	1	0	42.86	30.0	70.0	6	14
vEnhance	Single dark	6.67	6.25	93.75	9	135	0.0	0.0	100.0	0	21	7.89	7.32	92.68	9	114
vEnhance	Double dark	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VerySloppyTwo	Totals	19.04	15.99	84.01	305	1602	25.15	20.1	79.9	122	485	16.38	14.08	85.92	183	1117
VerySloppyTwo	Easy	23.52	19.04	80.96	243	1033	30.61	23.44	76.56	105	343	20.0	16.67	83.33	138	690
VerySloppyTwo	Null	40.91	29.03	70.97	9	22	100.0	50.0	50.0	1	1	38.1	27.59	72.41	8	21
VerySloppyTwo	Single dark	9.67	8.81	91.19	52	538	11.35	10.19	89.81	16	141	9.07	8.31	91.69	36	397
VerySloppyTwo	Double dark	11.11	10.0	90.0	1	9	0	0	0	0	0	11.11	10.0	90.0	1	9
will.i.am	Totals	14.53	12.68	87.32	250	1721	7.69	7.14	92.86	4	52	14.74	12.85	87.15	246	1669
will.i.am	Easy	18.58	15.67	84.33	189	1017	6.38	6.0	94.0	3	47	19.18	16.09	83.91	186	970
will.i.am	Null	11.86	10.61	89.39	7	59	0	0	0	0	0	11.86	10.61	89.39	7	59
will.i.am	Single dark	8.6	7.92	92.08	54	628	20.0	16.67	83.33	1	5	8.51	7.84	92.16	53	623
will.i.am	Double dark	0.0	0.0	100.0	0	17	0	0	0	0	0	0.0	0.0	100.0	0	17
willwin4sure	Totals	17.37	14.8	85.2	206	1186	12.1	10.79	89.21	106	876	32.26	24.39	75.61	100	310
willwin4sure	Easy	22.7	18.5	81.5	160	705	17.07	14.58	85.42	77	451	32.68	24.63	75.37	83	254
willwin4sure	Null	18.0	15.25	84.75	18	100	11.34	10.19	89.81	11	97	233.33	70.0	30.0	7	3
willwin4sure	Single dark	12.27	10.93	89.07	27	220	9.94	9.04	90.96	17	171	20.41	16.95	83.05	10	49
willwin4sure	Double dark	0.62	0.62	99.38	1	161	0.64	0.63	99.37	1	157	0.0	0.0	100.0	0	4
Wittvector	Totals	20.39	16.93	83.07	400	1962	31.93	24.2	75.8	38	119	19.64	16.42	83.58	362	1843
Wittvector	Easy	27.67	21.67	78.33	306	1106	32.61	24.59	75.41	30	92	27.22	21.4	78.6	276	1014
Wittvector	Null	20.75	17.19	82.81	11	53	0	0	0	0	0	20.75	17.19	82.81	11	53
Wittvector	Single dark	11.05	9.95	90.05	83	751	29.63	22.86	77.14	8	27	10.36	9.39	90.61	75	724
Wittvector	Double dark	0.0	0.0	100.0	0	52	0	0	0	0	0	0.0	0.0	100.0	0	52
wolfpack	Totals	27.98	21.86	78.14	94	336	21.43	17.65	82.35	18	84	30.16	23.17	76.83	76	252
wolfpack	Easy	34.12	25.44	74.56	87	255	28.57	22.22	77.78	16	56	35.68	26.3	73.7	71	199
wolfpack	Null	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
wolfpack	Single dark	10.94	9.86	90.14	7	64	18.18	15.38	84.62	2	11	9.43	8.62	91.38	5	53
wolfpack	Double dark	0.0	0.0	100.0	0	17	0.0	0.0	100.0	0	17	0	0	0	0	0
wortel	Totals	31.28	23.83	76.17	198	633	33.33	25.0	75.0	4	12	31.24	23.8	76.2	194	621
wortel	Easy	35.06	25.96	74.04	176	502	33.33	25.0	75.0	4	12	35.1	25.98	74.02	172	490
wortel	Null	57.14	36.36	63.64	4	7	0	0	0	0	0	57.14	36.36	63.64	4	7
wortel	Single dark	15.13	13.14	86.86	18	119	0	0	0	0	0	15.13	13.14	86.86	18	119
wortel	Double dark	0.0	0.0	100.0	0	5	0	0	0	0	0	0.0	0.0	100.0	0	5
wump	Totals	28.38	22.11	77.89	432	1522	33.76	25.24	74.76	53	157	27.77	21.73	78.27	379	1365
wump	Easy	34.31	25.54	74.46	364	1061	41.18	29.17	70.83	35	85	33.71	25.21	74.79	329	976
wump	Null	41.67	29.41	70.59	10	24	0	0	0	0	0	41.67	29.41	70.59	10	24
wump	Single dark	13.43	11.84	88.16	58	432	25.71	20.45	79.55	18	70	11.05	9.95	90.05	40	362
wump	Double dark	0.0	0.0	100.0	0	5	0.0	0.0	100.0	0	2	0.0	0.0	100.0	0	3
Zakisan	Totals	24.26	19.53	80.47	206	849	30.0	23.08	76.92	3	10	24.2	19.48	80.52	203	839
Zakisan	Easy	32.15	24.33	75.67	181	563	30.0	23.08	76.92	3	10	32.19	24.35	75.65	178	553
Zakisan	Null	8.33	7.69	92.31	1	12	0	0	0	0	0	8.33	7.69	92.31	1	12
Zakisan	Single dark	8.79	8.08	91.92	24	273	0	0	0	0	0	8.79	8.08	91.92	24	273
Zakisan	Double dark	0.0	0.0	100.0	0	1	0	0	0	0	0	0.0	0.0	100.0	0	1
Zamiel	Totals	11.74	10.5	89.5	1381	11768	8.28	7.65	92.35	202	2440	12.64	11.22	88.78	1179	9328
Zamiel	Easy	17.28	14.74	85.26	1173	6787	12.33	10.98	89.02	157	1273	18.43	15.56	84.44	1016	5514
Zamiel	Null	9.09	8.33	91.67	36	396	5.78	5.46	94.54	10	173	11.66	10.44	89.56	26	223
Zamiel	Single dark	4.23	4.06	95.94	166	3926	4.02	3.86	96.14	33	821	4.28	4.11	95.89	133	3105
Zamiel	Double dark	0.91	0.9	99.1	6	659	1.16	1.14	98.86	2	173	0.82	0.82	99.18	4	486
