Word	Frequency
rby	8
rby2	1
rby3	1
rby4	1
rbym	1
rbyw	1
rc	14
rc(known)db?	1
rc1	1
rc3bluff	1
rc[cm]	4
rc[cm]?	2
rcb	7
rcb)	1
rcbluff	1
rce	63
rce'd	1
rceish	1
rcf	24
rcp	1
rcsf	4
rd	1
rd5	1
rdy	1
re	12
re-calibrate	1
re-call	1
re-clue	4
re-cm	1
re-cm?	1
re-dda	1
re-evaluate	1
re-f	3
re-f'ed	1
re-finesse	2
re-get	1
re-iterate	1
reaaaaaally	1
reaaaally	1
reaaally	3
reaalllly	1
reach	5
reachable	4
reached	1
reaching	1
react	7
reaction	3
reacts	1
read	408
read's	1
read:	3
read;	2
read?)	1
readh	1
reading	20
reads	36
ready	9
real	73
real>?	1
realise	5
realised	4
realises	1
realistic	1
realistically	2
realization	1
realize	37
realized	15
realizes	10
realizez	1
realizing	3
reall.y	1
realllly	1
reallly	1
really	771
really)	2
really...spook?	1
really>	4
reallyreally	1
realy	1
reamed	1
reasn	1
reasno	1
reason	109
reason)	1
reasonable	34
reasonable?)	1
reasonably	11
reasoning	3
reasoning:	1
reasonning	1
reasons	18
reassess	1
rebellion	1
rebellious	7
recall	3
recardless	1
receive	1
received	3
receiving	1
recess	1
recheck	1
reckless	2
reckon	1
reclue	293
reclue)	1
reclue:	2
reclueable	1
reclued	30
reclueing	1
reclues	2
recluing	25
recluing's	1
recognizance	1
recognize	2
recommend	1
recommended	1
reconcile	1
reconsider	1
reconsiders	1
record	1
recover	2
recovery	1
recule	1
red	1736
red's	2
red)	11
red-ish?	1
red..><	1
red/black4s	1
red/blue	1
red/blue?	1
red/green???	1
red/m	1
red/multi?	1
red/purple...	1
red/white	1
red1	4
red3	4
red4	5
red5	7
red;	1
red>	2
redeemable	1
redemption	2
redis	52
redis'd	2
redis'ed	1
redist	15
redistr	3
redistribute	32
redistributed	8
redistributeme	1
redistributing	6
redistribution	46
redistribution?/	1
reds	43
redundancy	1
redundant	10
reeee	1
reeeeally	2
reeeeeally	4
reeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee	1
reen	1
reep	1
reeshard)	1
reevaluate	1
ref	1
referee	1
refixed	1
reflected	1
reflecting	2
refrain	3
refresher	5
refreshing	1
refusal	4
refuse	17
refused	7
refuses	10
refusing	4
regard	1
regarding	2
regardless	30
regardless:	1
regotten	1
regret	20
regrets	5
regretted	2
regretting	1
regular	7
reinforce	1
reinforced	2
reinterpreting	1
rejected	1
rel	1
relaklah	1
relate	2
related	7
relative	2
relatively	6
relax	1
relevant	2
relevant)	1
relied	1
relief!!	1
relies	1
relieved	1
reluctant	1
rely	3
relying	6
remaining	12
remains	2
remark:	1
remebers	1
remedy	3
remember	28
remembers	1
rememberw	1
remind	2
reminder	5
reminding	1
remove	3
removed	3
removes	1
reordering	1
repair	3
repeat	2
replay	20
reponds	1
represents	1
req	1
request	2
requested	3
require	8
required	33
required)	1
requirement	1
requires	16
rescue	1
reserved	1
reset	41
reset@12	1
resetting	1
residentsleeper	1
resist	2
resolution	1
resolve	18
resolved	15
resolves	10
resolve🧙‍♂️	1
resolving	3
resort	2
respect	61
respected	5
respected)	1
respecting	23
respects	16
respond	19
respond)	1
respond....yikes	1
responded	10
responder	1
responder)	1
responding	2
response	9
responses	1
responsibility	14
responsible	2
rest	8
restrain	1
restricted	1
restriction	2
restrictions	2
rests	1
result	10
resulted	1
results	1
resynced	2
resynching	1
resyncs	1
retard	6
retarded	53
retardeeeed	1
retardeeeeeed	1
retardo	1
rethink	2
retouch	3
retouching	2
retro	17
retro-finesse???	1
retro-t1:	1
retro>	1
retroactive	40
retroactively	23
retrospect	5
retrospectively	1
return	1
returned	1
reuzed's	1
rev	80
rev1>	1
revealed	2
reveals	2
reverberating	1
reverse	108
reverse)	1
reversed	23
reverses	1
reversing	2
reverting	1
review	29
review)	1
review:	12
review;	1
reviews	1
revise	1
revisit	1
reward	1
rewind	3
rewrite	1
rf	1
rfom	1
rg	221
rg(b)	1
rg(m)	1
rg(y?)	1
rg(y??b??	1
rg+2345	1
rg+w/e	1
rg1	6
rg2	20
rg3	21
rg3)	1
rg3g4	1
rg3y4p1	1
rg4	22
rg5	9
rg5p4	1
rga	8
rga4	1
rgb	63
rgb1	2
rgb2	1
rgb3	1
rgb[3]	1
rgbi	5
rgbk	2
rgbm	1
rgbmi	1
rgbo	1
rgbp	3
rgbpw	1
rgbw	1
rgi	5
rgk	4
rgk3	1
rgm	10
rgm4	1
rgo	2
rgp	24
rgp2	1
rgp3	1
rgp5	1
rgpk	1
rgt	2
rgw	5
rgy	13
rgy3	1
rgyi	1
rgyo4	1
rgyw	1
ri	68
ri1	20
ri2	5
ri2b3	1
ri3	8
ri4	16
ri4e	1
ri5	16
ri[1]	2
ri[3]	1
rib	1
ricard	2
ricardo	6
ricardo's	1
richard	6
rid	5
ride	26
rides	2
ridiculous	12
ridiculous)	1
ridiculously	2
ridiculousness	1
riding	30
rife	1
rig	1
right	958
right)	1
right-left	1
right-most	1
right-most?	2
right/	2
right:	1
right?)	10
right??;	1
righteous	1
rightfully	1
rightg	1
rightmost	13
rights	1
rigp	1
rigy	1
riiiiight	1
rike	1
rio	1
riot	1
rip	816
rip)	1
rip:	1
ripb	1
ripe	1
riperino	1
riperonis	13
ripo	1
ripp	1
ripple	1
rippo	1
ripppo	1
riprip	2
risk	239
risk's	1
risk-reward	1
risk:	4
risked	3
riskier	1
riskiest	1
risking	22
risks	5
risky	133
risky;	1
risskkkyyy	1
ritz	3
river	1
riw	2
riy	2
rk	27
rk2	2
rk3	6
rk4	3
rkass	30
rkg2	1
rkw1	1
rkyg2	1
rly	13
rm	56
rm/3	1
rm1	36
rm1m4	1
rm1s	1
rm2	31
rm23	8
rm23o234	1
rm3	18
rm3e	1
rm4	10
rm5	20
rm[1]	1
rm[3]	1
rmb	1
rmb1	1
rmb3	1
rmbg	1
rmg	1
rmi	1
rmk	1
rmm23	1
rmo1	1
rn	12
rn1	1
rngesus	1
ro	4
ro1	4
ro2	6
ro23	1
ro3	3
ro5	12
ro[5]	1
roation	1
rob	23
rob's	2
robbed	1
robbing	3
robense	15
robense'	1
robense's	1
robin	1
roe	5
rofl	1
roh	1
role	1
roll	1
rollercoaster	1
rollin	1
romain	1
rookie	1
rope	1
rough	5
round	122
round-about	1
round?)	1
rounds	11
route	4
row	7
royally	1
rp	110
rp(a)	1
rp(b)	1
rp(m)	1
rp1	9
rp2	6
rp3	10
rp4	10
rp5	12
rp5>?	1
rp;	2
rpa	1
rpb	7
rpb4	1
rpbt	1
rpbw	1
rpg	1
rpg2	1
rpgk	1
rpgm	1
rpi	4
rpk	2
rpmy	1
rpo	1
rpo2	1
rpt	3
rpy	1
rpy3	1
rpyg	1
rq	4
rq:	1
rr	2
rr2	3
rrrrrrrrrr1	1
rs	22
rs1	9
rs15	4
rs5	4
rs[cm]	34
rs[cm]?	1
rscm	8
rsf[cm]	1
rt	8
rt2	1
rt345	1
rt4	3
rt5	1
rtbp3	1
rtc[cm]??	1
rtf	4
rtp	1
rtpb	1
rtpd	1
ru5e	1
rubbish	1
rubix	3
rubix'	1
ruby	2
ruby3	1
rude	2
ruh	1
ruin	4
ruined	4
ruining	3
rul	1
rule	13
ruled	2
rules	7
rules;	1
ruling	1
rull	1
run	2
runner-runner	1
running	2
rurp	1
rush	6
rushed	5
rushes	1
rushing	1
russia	1
russian	1
rustling	1
rusty	1
rv	1
rw	32
rw(p)	1
rw2	1
rw3	1
rw4	1
rw5	1
rwby	1
rwg	1
rwp	2
ry	183
ry1	4
ry1p2	1
ry2	10
ry23	2
ry3	17
ry4	20
ry4>	3
ry4e	1
ry5	6
rya	3
ryb	35
ryb(p)	1
ryb1	1
ryb2	1
ryb3	2
ryb4	1
rybg	1
rybi	1
rybp	8
rybpk	1
rybpu5	1
ryd	1
rye	1
ryg	30
ryg3	2
ryg4	3
rygb	7
rygb2p1	1
rygbw	1
rygi	1
rygp	9
rygp4	1
rygt	3
ryi	9
ryib	1
ryid	1
ryim	1
ryk	5
ryk4	1
rykm	1
ryl	1
rym	3
rym1	2
rym2	1
rym4	1
rym45[cm]	1
rymg	1
rymi	1
ryp	16
ryp2	2
ryp3	2
ryp4	1
ryp[4]	1
rypb4	1
rypg	2
rypm	1
rypt3	2
ryt	5
ryt2	1
ryw	4
rywp	1
rz	103
rz's	7
rz)	1
rz/indego	1
s	144
s's	1
s/5	2
s/l	1
s/n2	1
s/n?	2
s/r2	1
s/t	1
s1	55
s12	1
s123	1
s15	8
s1>	1
s1n1	1
s1n2	1
s2	92
s2..maybe	1
s2/w2	1
s23	1
s234	1
s23b23	1
s245	1
s2>	1
s2e	2
s2n1	1
s2n34	1
s3	71
s3)	1
s3/n23	1
s34	2
s3>	1
s3b2	1
s3n2	2
s3n4	1
s4	75
s4/n3	1
s4/n4	1
s4m4	1
s5	31
s5->	1
s5e	1
s5g	1
s5n4	1
s5y	1
s:	1
s=	1
s[ocm]	2
s]	1
sa	1
sa3/ic3	1
sabotage	1
sac	3
saced	1
sacrifice	37
sacrificed	3
sacrifices	1
sacrificing	6
sacrify	1
sad	203
sad>	1
sadd	2
saddd	1
sadface	1
sadge	170
sadgeee	2
sadger	2
sadly	52
sadness	15
sado	2
saev	4
safe	351
safe*ish*	1
safe+no	1
safe-ish	3
safe-ish:	1
safeish	7
safely	16
safer	13
safer:	1
safest	5
safety	51
sahoulda	1
said	33
sais	1
saj	1
salty	1
salvage	1
same	159
san	1
sanity	1
sank	1
sankala	6
sankala's	2
sao	1
sap	2
sap/sky	1
saph	2
sapp	1
sapphire	11
sarc	7
sarc-->	5
sarcasm	2
sarcastic	58
sarcastic:	1
satisfy	3
satll	3
satlls	1
sauver	1
sauvé	1
savable	4
savant	1
save	3293
save'?	1
save)	13
save-stall	1
save-w-5s	1
save.....damn	1
save....but	1
save...but	1
save...tempting	1
save/finesse?	1
save/fix	1
save/m4	1
save/o3	1
save/save	1
save/y3	1
save1	1
save7	1
save:	11
save;	6
save[cm]	1
saveable	4
saved	144
saveme	5
saveplz	1
saves	53
saves/	1
saves/clues	1
saving	90
savior	1
saviour	1
saw	24
sawe	1
say	105
say...yes!!	1
say:	3
saying	19
says	31
says:	1
sb	5
sb3>	1
sb4	1
sb[cm]	6
sb[cm]?	1
sbn	1
sbnap	1
sc	3
sc[cm]	80
sc[cm]?	6
sc[cm]???	1
scales	1
scam	2
scammed	1
scams	3
scare	1
scared	64
scares	2
scaring	1
scary	18
scb	68
scb'd	2
scbing	2
scbs	3
sccm	21
scdm	1
sce	2
scenario	9
schark	59
schark's	1
schark)	1
scharkbite	17
scharkbite's	3
scharkie	1
scharks	3
scheisse	1
scheme	1
schemetrical	1
school	1
schrödinger's	3
science	31
science:	1
sciencey	1
sciencw	1
scienk	2
scm	6
scoop	1
score	27
scoundrels	1
scrap	2
scrapin'	1
scratch	4
scratcher	1
scream	822
scream'd	1
scream's	1
scream)	1
scream-->	2
scream-ish	1
scream...tooootally	1
scream/generate	1
scream/generation	3
scream/spook	1
scream/spooked	1
scream/stop?	1
scream:	12
scream[cm]	1
screamed	77
screaming	25
screams	7
screeeeeeam	1
screen	1
screenshot	2
scremaed	1
screw	16
screwed	34
screwed)	1
screwing	2
screwy	1
scroo	1
scrumdiddly	1
scurred	1
scuzi	1
sd	38
sd[cm]	740
sd[cm]/sf[cm]	1
sd[cm]?	18
sd[cm]???	10
sd[cm]????	3
sd[cm]?????	1
sdcm	1791
sdcm'd	4
sdcm/tocm	1
sdcm2	1
sdcm;	1
sdcm?)	1
sdcm]	1
sdiscard	2
seals	1
sean	12
sean's	1
search	2
searching	2
seat	46
seats	2
sec	12
sec..how	1
sec..too	1
second	70
seconds	3
secret	1
section	2
secure	2
see	706
see's	1
see)	2
see...doesn't	1
see...i	1
see...plays	1
seeat	1
seed	3
seeing	19
seem	38
seemed	18
seeming	3
seemingly	1
seems	461
seems...pretty	1
seen	29
seer	1
sees	141
sefly	1
seive	1
sel	2
self	413
self)	2
self-	1
self-3	1
self-3bluff?	1
self-4charm	1
self-[cm]	5
self-bluff	4
self-bluff?	2
self-bluffs	1
self-cm	16
self-cm?	3
self-color	2
self-ejection	1
self-f	2
self-finess?	1
self-finesse	29
self-finesse)	1
self-finesse.	1
self-finesse...we'll	1
self-finesse:	1
self-finesse?	15
self-finesses	1
self-fix	1
self-generation	1
self-gentleman	1
self-prompt	2
self-prompt?	1
self-reminder	1
self-stomp	1
self:	5
self[cm]	6
selfbluff	5
selffinesse	2
selffixed	1
selfish	61
selfishness	1
selfishness;	1
selfsish	1
semi-5pull?	1
semi-ambig	2
semi-cm	1
semi-f	2
semi-important	1
semi-priority	1
semi-spook	1
semi-strong	1
send	1
senes	1
sens	1
sense	185
sense)	1
senseless	3
sensible	9
sensical	2
sensitive	2
sensitivity	7
sensors	1
sentence	1
separate	2
separately	1
seph	170
seph'd	1
seph's	14
seph's?	1
seph:	1
sephi	25
sephi's	2
sephiroth	27
sephiroth's	2
sephiroth/	1
septh	1
sequecning	1
sequence	18
sequenced	1
sequencing	3
series	1
serio	1
serious	8
seriously	33
serve	1
serves	1
services	1
serving	1
set	29
set-up	1
sets	5
setting	22
settle	1
settled	1
setup	20
seven	1
several	3
severely	1
sexy	1
sf	6
sf[cm]	275
sf[cm]?	4
sf[cm]??	1
sf[cm]???	2
sfcm	17
sfi	11
sg	2
shadooooow	1
shadow	84
shadowed	2
shadows	3
shait	1
shall	4
shallow	2
shalt	2
shame	36
shamefully	4
shapeshifter	1
share	2
shared	1
shark	9
sharky	11
sharp	1
shattered	1
shbluff	1
shcm	1
she	260
she'd	2
she'll	7
she's	17
sheamol	2
sheer	2
sheesh	4
sheet	1
shenanigans	11
shenanigans)	1
shes	1
shhh	1
shie	1
shieeeeeet	1
shieeeeet	1
shift	20
shifted	3
shifting	3
shifts	3
shinanegans	1
shiould	1
shit	211
shit)	1
shit*	1
shit....i	1
shita	1
shits	1
shitty	6
shmearly	1
sho	1
sho'	1
shock	1
shocked	3
shoe	1
shoes	1
sholda	3
sholdn't	1
shone	1
shooot	5
shooould	1
shoot	72
shoot....en	1
shoot...mb	1
shoould	1
shoouldn't	1
shoouuuuuld	1
shop	1
short	5
shorta	1
shortcut	1
shortest	1
shoshinkru	1
shot	8
shou;d've	1
shoud	4
shouda	1
shoudl	1
shoudl've	2
shoudla	1
shoudn't	1
shoudnt	1
shouid	1
shoul	3
shoul've	5
should	5129
should'nt	2
should't	1
should've	306
should(?)	1
should/can	1
should/will	1
should;ve	1
should\\ve	1
shoulda	137
shouldb	1
shouldbe	1
shoulders	1
shouldn't	266
shouldn't've	1
shouldn'tve	1
shouldn;t	1
shouldnt	34
shouldnt)	1
shouldve	17
shouldve3	1
shouln't	1
shoulod	1
shoult	1
shout	182
shout)	1
shout/[ocm]	1
shout[cm]	11
shout[cm]?	1
shoutcm	1
shouted	10
shouting	3
shouts	1
shove	1
show	19
showed	9
showing	1
shown	6
shows	13
shrug	4
shut	1
shweet	1
si	2
sick	37
sicker	1
sickest	1
sicne	1
side	7
sieve	3
sigh	14
sigh......i'll	1
sighted	1
signal	28
signaling	1
signals	4
signature	1
signed	1
significant	2
significantly	1
signs	1
sill	4
silly	15
silver	3
similar	8
similarly	1
simple	16
simpler	1
simplest	2
simplicity	1
simply	9
sin	215
sin's	18
sin/lel	1
sin:	5
sin_faith	4
sin_forget_y5	1
sin_mistake	1
sin_troll	2
sin_troll's	1
sin_troll)	1
sin_troll:	1
sin_trolled	1
since	592
since:	1
sine	1
sing	2
single	96
single-bluff	2
single-handedly	1
sinned	3
sinning	1
sio	1
sir	2
sit	1
sits	2
sittin	1
sitting	1
situation	23
situation:	1
situations	1
six	1
sj	2
sjdrodge	7
sk	1
sk[cm]	127
sk[cm]?	1
sk[cm]??	1
sk[cm]???	1
skbn	1
skcm	13
skdcm	2
skeptical	1
sketch	2
sketchy	9
skf	2
skip	95
skip-ahead	1
skipahead	3
skipover	2
skipp	1
skipped	31
skipping	6
skipping:	1
skips	2
skw	1
sky	56
sky's	2
sky/tomato/mahog	1
sky1	2
sky2	2
sky3	7
sky3e	1
sky3sky2navy1	1
sky4	5
sky5	2
slam	1
slammed	1
slap	1
sleeeeeepy	1
sleeeeepy	1
sleeep	1
sleep	16
sleeping	5
sleepy	17
sleepy:	1
sleppy	1
slick	2
slide	1
slides	1
sliding	1
slight	26
slightest	4
slightly	55
sliiiight	1
slim	1
slip	1
slip&slide?	1
slooopyyy	1
slop	2
slopped	2
slopper	1
sloppy	116
sloppy's	3
sloppy)	1
sloppys	1
slops	1
slot	919
slot's	1
slot1	4
slot1/layer	1
slot2	3
slot3	1
slot4	1
slot5	1
slots	10
slots)	1
slow	54
slow:	1
slowed	1
slower	2
slowest	7
slowing	1
slowly	1
slowly)	1
slows	3
slue	1
sly	1
sm	1
sm4	1
sm5	1
small	11
small's	1
smandon	5
smart	11
smarter	3
smartie	1
smell	3
smelled	1
smells	4
smh	24
smiled	1
smiley	1
smooth	1
smth	15
smthg	1
sn	138
sn/en	1
sn1	3
sn2	3
sn2/3	1
sn3	2
sn4	1
sn5	1
snag	1
snake	1
snap	12
snatch	9
sneak	1
sneaky	5
snif	1
sniff	1
sniper	1
snowman	1
snr1	1
sns	5
so	2285
so....[p2]?	1
so....if	1
so....m3	1
so....r2?	1
so...[y5]	1
so...ejection	1
so...felt	1
so...i'm	1
so...if	1
so...is	2
so...nope	1
so...this	1
so...was	1
so...y4?	1
so...yes	1
so.i	1
so:	1
sob	1
socer	1
socerman	1
socm	2
socming	1
soft	263
softb2	1
sohuld	2
sohuld've	1
sohuldnt	1
sold	1
solely	1
solid	8
solidify	1
solidly	2
solution	5
solve	2
solved	1
solving	1
some	527
some)	1
some2	1
some5	2
somebody	7
someday	1
somehow	95
somehow...r2?	1
somenoe's	1
someon	1
someone	80
someone's	5
somethign	1
somethin	2
something	535
something's	5
something-->	2
something/	1
something;	1
sometihng	1
sometime	1
sometimes	9
somewhat	12
somewhere	102
somewhere->	1
somewhere....still	1
somewhere>	3
somewhere?>	1
son	12
song	2
sonnyboyguy	1
sonofabitch	2
soo	16
soon	90
soon)	1
sooner	12
sooo	21
soooo	18
sooooo	7
soooooo	1
soooooooo	2
sooooooooooo	1
soooooooooooooooo	1
sooooooooooooooooooooooooooo	1
soooorry	1
sooper	1
sooperposishun	1
soothing	1
sorcery	3
sorrow	1
sorrry	3
sorry	680
sorry)	2
sorryyyy	2
sort	42
sorta	7
sorta-[cm]	1
sorta-kinda-maybe	1
sortof	1
sorts	6
sos	1
sosad	3
soul	1
sould	1
souls	1
sound	2
soundly	1
sounds	3
source	2
sove	1
soz	1
sp	1
spaaaaaaaace	1
space	18
space)	1
spare	1
speaking	4
spec	3
special	12
specially	2
specifically	1
specs	3
spectators	5
speculate	1
speculation	2
speculations	1
sped	2
speechless	1
speed	24
speed-up	1
speedrun	4
speeds	3
speedup	31
speedup)	1
speedup/fix	1
speedup/fix?	1
speedups	1
spend	12
spending	7
spends	1
spent	6
spice	1
spiciest	1
spicy	19
spiderman	1
spieler	11
spillover	3
spip_b	1
spiral	1
spirit	2
split	1
spo000oo()ook	1
spo0ooook	1
spoil	1
spoiler	1
spoken	1
spoken)	1
spoo0o0o0o00o0o0o0	1
spook	207
spook-cm	1
spook-cm?	1
spook-discard	1
spook-move	1
spook/shout	1
spook:	5
spook>	1
spookage	2
spookcm	1
spooked	169
spooked:	1
spookenation	1
spookening	2
spookgeneration	1
spookier	1
spooks	12
spooky	31
spookyville	1
spookz	16
spoon	1
spooo0k	1
spoook	5
spoooky	1
spooook	5
spoooook	5
spoooooks	1
spooooook	3
spooooooked	1
spoooooook	6
spoooooooked	1
spoooooooky	1
spooooooook	2
spooooooooooooooooked	2
spooooooooooooooooooo	1
spoooooooooooooooooooooooooo	1
spose	8
spot	11
spots	1
spread	1
squeeze	2
squi	36
squi's	5
squi:	1
squid	7
squidge	1
squint	1
squirm	1
squirrel	8
squirrel's	2
squirrels	1
sr	2
srb	16
srceam	2
srsly	1
sry	5
ss	1
sse	1
ssk	1
sstrikes	1
st	3
st3	1
stack	6
stack)	1
stack:	2
stacked	18
stacking	1
stacks	2
staeellleee	1
stage	1
stagger	1
stake	1
stakk	1
stal	1
stale	400
stale-ish	1
stale/fix	1
stale:	1
stale;	1
staleeee	1
staleish	1
staleness	1
stales	1
stalest	2
stalin	1
staling	1
stall	2260
stall)	2
stall-->	1
stall-y	1
stall/	1
stall/5cm	1
stall/cm	2
stall/early	1
stall/finesse?	1
stall/pull	2
stall:	1
stall;	2
stall?)	1
stallable	1
stalled	21
stallerino	1
stalling	50
stalll	2
stalllll	1
stalllllll	2
stalllllllll	1
stalls	45
stand	3
start	160
start)	1
started	14
starter	3
starters	2
starters>	2
starting	25
starts	16
starved	8
state	2
stated	2
states	1
station	1
statistically	1
status	1
stay	3
stayed	1
staying	2
stays	2
steaaaaaaaaaaaaaaaaaaaaaaaaaaling	1
steal	62
stealing	19
steals	5
stephen	211
stephen's	21
stepped	1
steven	5
steven's	1
stew	1
sth	1
stick	2
sticking	1
sticky	1
stil	2
still	928
still)	1
stilled	1
stillhave	1
stings	1
stipulations	1
stkilda	2
stl	1
stlll	1
stole	13
stolen	7
stomach	1
stomp	122
stomped	39
stomped:	1
stomping	19
stompo	1
stomps	3
stompt	1
stompted	1
stompy	1
stoned	1
stool	2
stop	91
stopped	12
stopping	8
stops	4
story	1
story:	1
stppp	1
straight	4
straight-up	1
strange	38
strange/safe	1
strangely	2
stranger	3
strangest	1
strat	2
strategy	2
strats	1
straw	1
strawman	1
stream	2
stressed	4
stressful	1
stressing	3
stretch	7
stretch)	1
stretching	1
strict	1
strictly	11
strike	17
strikes	30
striking	1
stroke	2
strong	74
stronger	13
strongly	32
strooong	1
struck	4
struggle	1
struggle:	1
strugglebus	1
struggling	2
stubborn	1
stuck	4
studied	1
stuf	1
stuff	51
stuff)	1
stuffs	1
stumped	6
stupid	202
stupidest	1
stupidity	5
stupidly	3
stupidly)	1
stupih	1
stupud	1
style	7
sub-optimal	1
subchop	1
subcm	1
subconscious	1
subjected	1
subop	2
subopt	51
subopt@t21	1
suboptima	1
suboptimal	86
suboptimal)	1
subtle	10
subtly	1
suc	1
succeeded	1
success	1
successful	8
successfully	4
such	74
suck	19
sucked	1
suckkkk	1
sucks	24
sucu	26
sucu's	4
sucu/time	1
sucubis	13
sudden	8
suddenly	10
suddle	1
suffering	1
sufficient	4
sufficiently	9
suficient	1
suggest	3
suggested	6
suggesting	1
suggestion	2
suggestive	1
suggests	21
suicide	2
suit	32
suit;-;	1
suite	2
suits	12
sumbitch	4
sume	1
summertime	3
summon	3
super	137
super-aggressive	1
super-delayed	1
super-duper	1
super-g	1
super-smart	1
super-y4	1
superduper	1
superior	7
superpoosition	1
superposition	3
supersad	1
suppose	56
supposed	250
supposedly	4
supremely	1
suprised	4
sure	829
sure)	2
sure:	1
sure>>>>	1
surely	114
surely...?)	1
surprise	15
surprised	40
surprising	20
surprsing	1
surreptitious	4
surrounding)	1
survey	2
survive	1
survived	1
sus	127
susmeter's	1
suspecious	2
suspect	166
suspect>	1
suspected	10
suspecting	28
suspects	41
suspense	2
suspicion	4
suspicious	22
suspiciously	3
suuuch	1
suuuper	1
suuuuper	6
suuuuuper	2
suuuuuuper	1
suuuuuuuper	2
sw	1
swag	1
swan	1
swap	1
swapped	1
sware	1
swear	15
sweaty	1
sweet	21
sweetheart	1
sweetttt	1
swine	56
swine's	6
swine)	1
swineherd	10
swineherd's	1
swinerherd	1
switch	2
switching	2
sworn	2
sy	2
syke	1
sylvan	2
symbol	1
sync	9
synced	1
synchronised)	1
synchronous)	1
syncs	1
syrah	9
syrah's	1
system	1
sérieux	1
t	337
t#5	1
t'as	1
t'es	1
t't	1
t(3)4	3
t(h)rust	1
t)	1
t-t	3
t/4	1
t/b3	1
t/c	1
t/g	1
t/g?	1
t/i	1
t/i/c	1
t/i5	1
t/l	1
t/m	1
t/m/f	1
t/m/s/n/w	1
t/m3	1
t/o/i	1
t/p	2
t/p/g4	1
t01	1
t1	510
t1(g3)?	1
t1)	2
t1+2	1
t1+8	1
t1->	3
t1/g4/b2	1
t1/i2	1
t1/l2	1
t1/m1	2
t10	162
t10)	1
t10+11	2
t10/15:	1
t100	1
t10:	274
t10[cm]	22
t10[f]	7
t10[kt]	1
t10[kt]??	1
t11	172
t11+	1
t11+17	1
t11/14	1
t110:	1
t11:	287
t11::	1
t11[5cm]	1
t11[cm]	10
t11[f]	6
t11[kt]	5
t12	159
t12+16	2
t12:	299
t12[cm]	22
t12[f]	6
t12[kt]	3
t12i3m2	1
t12ish	1
t13	178
t13:	254
t13??]	1
t13[cm]	18
t13[f]	11
t13[kt]	2
t14	160
t14+17	1
t14:	261
t14[cm]	8
t14[f]	6
t14[kt]	2
t14q:	1
t15	146
t15-16:	1
t15:	267
t15:rb3	1
t15[cm]	7
t15[f]	3
t15[kt]	4
t16	156
t16&17:	1
t16:	247
t16[cm]	8
t16[cm];	1
t16[f]	3
t16[kt]	4
t17	148
t17+25	1
t17:	268
t17[cm]	23
t17[f]	9
t17[kt]	6
t17rtpe	1
t18	152
t18!g5	1
t18:	225
t18[cm]	1
t18[cm][b4	2
t18[cm][r3	1
t18[f]	9
t18[kt]	3
t18[pf]	1
t18ish:	1
t19	146
t19+20	2
t19-20:	1
t19...but	1
t19:	264
t19[cm]	6
t19[f]	8
t19[kt]	2
t1:	220
t1;	1
t1[cm]	54
t1[f]	35
t1[kt]	2
t1e	5
t1i2	1
t1i3	1
t1m5	1
t1n3	1
t1s	1
t2	685
t2)	1
t2+3	1
t2+3:	1
t2---	1
t2--->	1
t2->	4
t2/	1
t2/3	1
t2/4	1
t2/any	1
t2/g2	1
t2/i3	1
t2/l2	1
t2/l4/o1	1
t2/m3	1
t2/o2	1
t2/o3/lf3	1
t2/u5	1
t20	139
t20)	1
t20:	245
t20:!r4	1
t20;	1
t20?/	1
t20[cm]	6
t20[f]	7
t20[kt]	3
t21	139
t21/22	1
t21:	236
t21>	1
t21[cm]	5
t21[f]	4
t21[kt]	3
t22	111
t22:	218
t22[cm]	4
t22[f]	5
t22[kt]	3
t22[lt]	1
t23	151
t23(5)	2
t23)	1
t23-27:	1
t234	3
t2345	1
t23:	203
t23[cm]	4
t23[cm];	1
t23[f]	5
t23[kt]	4
t23i23	1
t23n2	1
t24	123
t24+t30	1
t24:	182
t24[cm]	2
t24[f]	3
t24[kt]	2
t25	131
t25's	1
t25+26	1
t25+28	1
t25:	201
t25:!play	1
t25[cm]	5
t25[cm][r3	1
t25[f]	5
t25[kt]	2
t26	111
t26:	207
t26;	1
t26[cm]	5
t26[f]	4
t26[kt]	2
t27	120
t27:	158
t27[cm]	2
t27[f]	1
t27[kt]	3
t28	134
t28:	186
t28:!play	1
t28[f]	8
t28[kt]	4
t29	102
t29:	165
t29[f]	4
t2:	245
t2;	2
t2>	1
t2?->	1
t2?>	1
t2[cm]	8
t2[cm][5]	1
t2[f]	4
t2[kt]	2
t2]	2
t2c2	1
t2e	8
t2g4o1	1
t2i1	3
t2i2i4...prob	1
t2kt	1
t2l1	1
t2m23	1
t2m3	2
t2r23	1
t3	684
t3(5)	1
t3(?)	1
t3)	2
t3->	1
t3...encouragement?	1
t3...nvm	1
t3/4	4
t3/4/5	3
t3/g1/o1	1
t3/i2	1
t3/l2	1
t3/l5/p3	1
t3/m4	1
t3/o3	2
t3/p3	1
t3/y2	1
t30	133
t30:	164
t30[cm]	4
t30[f]	2
t30[kt]	1
t30[pf]	1
t30f	2
t30ish	1
t30kt	1
t31	95
t31&t34	1
t31+33	1
t31:	151
t31[cm]	5
t31[f]	3
t31[kt]	5
t32	107
t32:	136
t32[cm]	6
t32[f]	5
